Symbol,Name,Sector,Price,PERatio,Price_Earnings,Dividend_Yield,52_Week_Low,52_Week_High,Market_Cap,EBITDA,Price_Sales,PBRatio,ROE,CurrentRatio,debtToEquity,interestcoverageratio,netincome,epsgrowth,longtermdebt,shareholderequity,Flag1,Flag2,Flag3,Flag4,Flag5,Flag6,Flag7,Flag8,Graham_Number,QualityRating
HAS,Hasbro Inc.,Consumer Discretionary,96.48,58.14,20.57,2.2304833,116.2,87.92,12732072001,1028425000,3.2375681,5.83,12.3,2.42,97.17,6.971485192,220430000,-0.449,1700000000,1750000000,1,0,1,0,0,0,1,1,51.94487222,
HCA,HCA Holdings,Health Care,95.97,13.57,14.07,1.4227642,106.84,71.18,34449052800,8202000000,0.7251921,0,0,1.35,0,5.011299435,4390000000,0.7828,32030000000,-4950000000,1,1,0,0,0,1,1,1,0,
HCP,HCP Inc.,Real Estate,22.64,0,10.99,6.330197,33.67,22.8,10967755538,1412684000,8.127109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
HP,Helmerich & Payne,Energy,64.87,-120.87,-54.51,4.1499925,75.02,42.16,7345243806,483673000,3.7385862,1.08,-0.85,2.69,11.95,30.81460897,-35610000,-1.0766,479360000,4010000000,1,0,0,0,0,1,1,1,36.39495844,
HSIC,Henry Schein,Health Care,70.85,19.91,19.85,0,93.495,65.28,11452961984,1033985000,1.262194,3.98,18.57,1.3,66.33,13.96116258,562130000,0.3546,1000000000,2960000000,1,1,1,1,1,1,1,1,42.16120847,
HES,Hess Corporation,Energy,43,-56.6,-9.33,2.2670596,55.48,37.25,14016129999,-819000000,3.780475,1.23,-2.73,2.02,69.3,6.206030151,-115000000,0.9162,6610000000,9630000000,1,1,0,0,0,1,1,1,16.06884408,
HPE,Hewlett Packard Enterprise,Information Technology,15.04,20.72,11.57,1.9280206,24.88,12.815,24800859640,3683000000,1.4609766,1.24,5.47,0.79,80.83,28.30508475,1050000000,-0.3798,9400000000,17100000000,1,0,1,0,0,1,0,1,17.96671923,
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,78.66,42.19,36.42,0.7315289,88.11,55.79,26242415796,2815000000,3.7628453,38.42,58.25,0.76,1321.6,4.808743169,-769000000,-0.2438,7270000000,551000000,1,0,1,1,0,0,0,1,177.435253,
HOLX,Hologic,Health Care,38.8,-69.79,19.21,0,46.8,35.76,11181493750,1561000000,4.80335,6.28,-8.96,1.68,147.06,7.315340909,-203600000,-0.8678,2840000000,2120000000,1,0,0,0,0,0,1,1,52.09964491,
HD,Home Depot,Consumer Discretionary,181.22,22.02,28.1,1.8610487,207.605,136.82,2.23E+11,16513000000,2.8964398,0,0,1.11,0,17.07619048,11120000000,0.3342,26810000000,-1880000000,1,1,1,0,1,1,1,1,0,
HON,Honeywell Int'l Inc.,Industrials,146.02,19.54,20.68,1.9710299,165.13,119.31,1.14E+11,8333000000,2.8267899,5.3,38.16,1.29,89.19,27,6830000000,3.4828,9760000000,18180000000,1,1,1,1,1,0,1,1,49.65974225,
HRL,Hormel Foods Corp.,Consumer Staples,32.21,25.19,20.39,2.2907758,38,29.75,17338613096,1422305000,2.5174792,0,16.98,2.14,4.22,73.04925291,979150000,-0.0414,250000000,5930000000,1,0,1,1,1,1,1,1,0,
HST,Host Hotels & Resorts,Real Estate,18.75,12.19,11.23,4.1131105,21.53,17.26,14394715334,1547000000,3.5549128,1.65,15.03,0,51.2,0,1150000000,0.9242,3340000000,7490000000,1,1,0,1,1,1,0,0,20.41846591,
HPQ,HP Inc.,Information Technology,19.92,9.9,12.07,2.6270628,24.1,15.39,34895294088,3700000000,0.8954903,0,0,0.8,0,3.651851852,3150000000,-0.3697,4780000000,-1190000000,1,0,0,0,1,1,0,1,0,
HUM,Humana Inc.,Health Care,262.37,28.63,22.39,0.6040015,293.35,189.01,36973617235,0,0.9256895,3.82,16.83,1.42,59.73,0,1680000000,-0.2774,4380000000,10160000000,1,0,1,1,1,1,1,0,43.86821742,
HBAN,Huntington Bancshares,Financials,15.1,12.72,15.41,2.8132992,16.53,12.14,16766497291,0,3.5112102,1.26,12.71,0.04,107.51,0,1390000000,0.1953,8029999999,11100000000,1,1,0,0,0,1,0,0,20.90151908,
HII,Huntington Ingalls Industries,Industrials,225.37,13.28,18.75,1.2264713,253.44,183.42,10628247899,1107000000,1.8924941,5.26,51.07,0.95,84.63,19.31034483,836000000,0.821,1280000000,1520000000,1,1,0,1,1,0,0,1,47.10692624,
IDXX,IDEXX Laboratories,Health Care,169.28,59.01,53.57,0,198.73,140.63,15422885020,478307000,7.97525,0,0,0.8,0,16.64133564,377050000,0.4467,601350000,-9510000,1,1,1,0,1,1,0,1,0,
INFO,IHS Markit Ltd.,Industrials,43.73,0,26.19,0,49.19,37.82,17969275816,1018900000,5.0604,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
ITW,Illinois Tool Works,Industrials,156.15,22.92,23.62,1.9089574,179.07,126.52,55994378108,3924000000,3.9286149,12.77,65.39,1.63,226.8,15.75875486,2560000000,0.5612,6030000000,3250000000,1,1,1,1,1,0,1,1,82.38092316,
ILMN,Illumina Inc,Health Care,209.54,58.89,52.25,0,248.97,158.0203,32295200000,1192000000,11.713953,11.67,25.39,2.49,53.14,18.59649123,782000000,0.1315,890000000,3760000000,1,1,1,1,1,0,1,1,117.1304561,
INCY,Incyte,Health Care,83.92,185.25,-119.89,0,153.15,84.21,18220961259,-81686000,17.02699,7.04,6.16,4.31,0.91,-136.6038961,-109490000,1.3399,17430000,-1930000000,1,1,1,0,0,0,1,0,137.8062988,
IR,Ingersoll-Rand PLC,Industrials,87.6,24.62,19.38,1.9739007,97.67,77.26,22785450609,1987100000,1.6147361,3.14,19.19,1.33,58.26,10.74342702,1380000000,0.0589,3740000000,7020000000,1,1,1,1,1,1,1,1,37.00266207,
INTC,Intel Corp.,Information Technology,42.75,12.68,12.32,2.6548672,50.85,33.23,2.12E+11,26247000000,3.348876,2.83,29.33,1.73,35.91,68.97435897,21050000000,1.2402,25520000000,74560000000,1,1,0,1,1,1,1,1,28.00849871,
ICE,Intercontinental Exchange,Financials,67,27.35,22.95,5.4298644,76.1378,56.8,41373051167,3103000000,9.619987,2.49,11.65,0,43.26,0,2020000000,-0.1935,6490000000,17200000000,1,0,1,0,1,1,0,0,35.85768746,
IBM,International Business Machines,Information Technology,147.59,14,10.67,3.8999026,182.79,139.13,1.42E+11,16557000000,1.817167,6.04,50.73,1.23,272.76,25.18950437,8740000000,0.5517,35610000000,16800000000,1,1,0,1,1,0,1,1,38.07956145,
IP,International Paper,Materials,56.05,9.73,15.57,3.206751,66.94,49.6,24465996443,3004000000,1.0738261,2.2,24.01,1.49,144.72,5.893587995,1670000000,-0.0533,10020000000,7360000000,1,0,0,1,0,1,1,1,27.76175427,
IPG,Interpublic Group,Consumer Discretionary,21.34,14.14,15.46,3.3802817,25.71,18.3,8277363031,1074900000,1.4712903,3.31,26.94,1.01,156.03,10.01655629,637700000,0.1347,3660000000,2390000000,1,1,1,1,0,1,1,1,33.93204238,
IFF,Intl Flavors & Fragrances,Materials,138,37.54,24.17,1.9341276,157.4,116.3,11270040447,699963000,4.4208813,2.37,8.64,2.61,75.47,6.616963271,338780000,0.022,4500000000,6030000000,1,1,1,0,0,1,1,1,35.90076949,
INTU,Intuit Inc.,Information Technology,152.75,43.44,40.52,0.96720195,170.59,111.9,41233771565,1654000000,9.633731,19.25,51.02,1.83,11.63,138.6666667,1560000000,0.1535,386000000,3750000000,1,1,1,1,1,0,1,1,132.4772622,
ISRG,Intuitive Surgical Inc.,Health Care,381.87,61.68,48.58,0,452,233.10643,44866621303,1153700000,14.655261,8.21,19.78,5.28,0,0,1130000000,0.6516,0,6680000000,1,1,1,1,1,0,1,0,94.73088462,
IVZ,Invesco Ltd.,Financials,31.92,7.84,11.87,3.466826,38.43,29.36,13620847614,1606200000,2.6513786,0.77,9.91,0,89,0,856200000,-0.2225,7630000000,8580000000,1,0,0,0,0,1,0,0,14.34042363,
IQV,IQVIA Holdings Inc.,Health Care,95.23,0,21.74,0,110.67,75.94,20426488713,1542000000,2.8477087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
IRM,Iron Mountain Incorporated,Real Estate,32.07,30.48,15.42,7.08258,41.53,32.05,9410249279,1116140000,3.2898626,4.93,15.33,0,432.17,0,321650000,0.5718,8020000000,1880000000,1,1,1,1,0,1,0,0,41.35775018,
JBHT,J. B. Hunt Transport Services,Industrials,114.81,25.84,30.62,0.8139042,126.49,83.35,12945366350,1007309000,1.7697402,4.81,24.85,1.11,54.68,27.94954242,489590000,-0.2821,898400000,2100000000,1,0,1,1,1,1,1,1,57.56604468,
JEC,Jacobs Engineering Group,Industrials,62.82,-132.72,19.45,0.9089532,72.18,49.31,9326484316,409832000,1.2129636,2.11,5.02,1.34,24.52,9.983184258,313590000,-1.5418,1200000000,5710000000,1,0,0,0,1,1,1,1,30.38731232,
SJM,JM Smucker,Consumer Staples,118.37,23.71,15.35,2.6036885,143.68,99.565,13612394896,1411300000,2.496677,1.75,6.45,0.69,74.16,8.240963855,511800000,-0.6162,4690000000,7970000000,1,0,1,0,0,1,0,1,24.5846751,
JNJ,Johnson & Johnson,Health Care,126.36,25.02,17.31,2.5566885,148.32,113.15,3.53E+11,22430000000,4.6326222,5.67,25.51,1.47,51.01,23.68067227,15300000000,10.875,27680000000,59750000000,1,1,1,1,1,1,1,1,46.99279998,AAA
JCI,Johnson Controls International,Industrials,36.55,0,14,2.7659574,44.37,34.51,34822224800,4295000000,1.1415336,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
JPM,JPMorgan Chase & Co.,Financials,107.88,15.01,15.43,1.9845841,117.3529,81.635,3.87E+11,0,3.3714993,1.39,12.6,0.59,240.35,0,32259999999,0.423,2.63E+11,2.57E+11,1,1,1,0,0,1,0,0,21.96754993,
JNPR,Juniper Networks,Information Technology,24.66,14.99,14.09,1.5754234,30.96,23.87,9267350000,1115500000,1.8543326,1.93,11.93,2.49,44.35,7.698643411,-566900000,1.0037,1790000000,4820000000,1,1,1,0,0,1,1,1,24.73576864,
KSU,Kansas City Southern,Industrials,103.53,24.9,19.8,1.3445379,114.85,81.54,11037040988,1295400000,4.281897,2,13.4,1.42,55.94,12,629400000,-0.329,2680000000,4810000000,1,0,1,0,1,1,1,1,29.84962311,
K,Kellogg Co.,Consumer Staples,65.98,17.25,16.5,3.363962,76.69,58.76,22182794875,1827000000,2.3173764,7.57,55.52,0.7,341.91,8.602150538,1340000000,0.0684,8210000000,2600000000,1,1,1,1,0,0,0,1,53.01285222,
KEY,KeyCorp,Financials,20.08,11.5,14.66,1.9876952,22.22,16.28,22589744920,0,3.270451,1.07,12.14,0.08,103.18,0,1860000000,0.5175,11470000000,15600000000,1,1,0,0,0,1,0,0,18.78668411,
KMB,Kimberly-Clark,Consumer Staples,111.69,33.99,17.93,3.5599859,136.21,109.67,39449596000,4033000000,2.1947837,0,603.85,0.77,0,15.32319392,1450000000,-0.3711,6250000000,-223000000,1,0,1,1,1,1,0,1,0,
KIM,Kimco Realty,Real Estate,14.01,20.76,9.28,7.7134986,25.15,14.33,6180487499,701190000,7.0508943,1.16,9.1,0,91.38,0,496090000,1.0355,4870000000,5330000000,1,1,1,0,0,1,0,0,15.56303312,
KMI,Kinder Morgan,Energy,16.8,29.71,25.07,2.891845,22.75,16.56,38612712234,5981000000,2.823936,1.03,4.76,0.76,110.83,3.352631579,1910000000,66.1414,33939999999,33680000000,1,1,1,0,0,1,0,1,24.10388454,
KLAC,KLA-Tencor Corp.,Information Technology,98.54,21.75,16.59,2.2988505,121.65,86.33,16078622033,1506642000,4.3395863,7.09,54.94,2.4,128.74,13.27681356,1180000000,0.4681,3170000000,2660000000,1,1,1,1,1,0,1,1,51.44433642,
KSS,Kohl's Corp.,Consumer Discretionary,60.34,9.71,16.01,3.4965036,69.14,35.16,10570861198,2286000000,0.8557757,1.97,14.63,1.77,65.51,9.4921875,801000000,-0.0505,3380000000,5530000000,1,0,0,0,1,1,1,1,26.63913005,
KHC,Kraft Heinz Co,Consumer Staples,71.58,-3.72,20.11,3.3990483,97.77,72.05,89618309338,7832000000,4.6780853,1.03,-17.32,1.21,60.34,5.338582677,-10250000000,-1.931,30770000000,51660000000,1,0,0,0,0,1,1,1,21.58817385,
KR,Kroger Co.,Consumer Staples,27.57,7.31,13.07,1.7301039,34.75,19.69,25471355847,5342000000,0.27961263,2.84,41.52,0.76,193.11,8.392857143,3040000000,0.8009,12070000000,7890000000,1,1,0,1,1,1,0,1,28.89935985,
LB,L Brands Inc.,Consumer Discretionary,47.77,7.72,12.77,4.886988,63.1,35,13862042842,2329000000,1.7060977,0,0,1.64,0,5.012987013,644000000,-0.3256,5740000000,-869000000,1,0,0,0,0,1,1,1,0,
LLL,L-3 Communications Holdings,Industrials,198.79,0,23.14,1.4444605,218.705,159.43,16229343134,1137000000,1.4884604,2.34,14.65,1.97,57.56,8.231707317,821000000,0.1316,3360000000,5840000000,1,1,0,0,1,1,1,1,34.9044553,
LH,Laboratory Corp. of America Holding,Health Care,165.46,19.93,17.79,0,181.715,130.292,17271388000,1861200000,2.2459624,1.79,12.81,1.51,86.92,8.149058149,883900000,-0.2727,6040000000,6970000000,1,0,1,0,0,1,1,1,26.76737286,
LRCX,Lam Research,Information Technology,162.23,19.69,16.29,1.1652974,219.7,113.1982,27967534829,2967218000,3.0405293,5.8,39.22,3.61,97.12,23.62271874,2190000000,-0.0243,3870000000,4670000000,1,0,1,1,1,0,1,1,46.10688669,
LEG,Leggett & Platt,Consumer Discretionary,43.99,23.46,17.88,3.1454785,54.97,42,6034600480,447000000,2.0302901,4.04,26.07,1.87,101.04,10.7659176,306100000,0.0554,1170000000,1160000000,1,1,1,1,1,1,1,1,40.31491039,
LEN,Lennar Corp.,Consumer Discretionary,59.11,10.81,15.35,0.26268265,72.17,43.647053,14615967194,1405319000,1.1468264,0.95,14.97,4.91,69.38,184.7246892,1700000000,0.6149,7550000000,14580000000,1,1,0,0,1,1,1,1,18.11370338,
LUK,Leucadia National Corp.,Financials,23.86,7.08,15.39,1.5993602,28.3,22.23,8910389431,2201336000,1.0410156,0.85,16.41,1.62,13.16,31.44475921,6.21E+11,0.4843,4.35E+11,4.07E+12,1,1,0,1,1,1,1,1,17.15615779,
LLY,Lilly (Eli) & Co.,Health Care,74.21,38.22,17.34,2.9327424,89.09,75.71,84475986228,3459800000,3.754678,12.45,30.18,1.73,129.93,28.66593164,-3230000000,17.5263,11640000000,9830000000,1,1,1,1,0,0,1,1,69.69481688,
LNC,Lincoln National,Financials,73.86,7.73,9.49,1.6813145,86.68,61.45,17123031000,0,1.201944,0.74,10.36,3.71,40.69,0,1640000000,-0.188,5840000000,14350000000,1,0,0,0,1,1,1,0,12.5701432,
LKQ,LKQ Corporation,Consumer Discretionary,38.86,23.3,21.35,0,43.8599,27.85,12469931896,1065614000,1.723609,1.57,10.79,2.67,90.13,7.636408425,487570000,-0.1198,4190000000,4780000000,1,0,1,0,0,1,1,1,27.46249716,
LMT,Lockheed Martin Corp.,Industrials,334.3,21.99,24.28,2.315954,361.79,256.4,98102120000,7115000000,1.8781451,53.16,1419.41,1.12,1011.76,12.8742515,5050000000,1.6004,12600000000,-1390000000,1,1,1,1,1,0,1,1,170.415105,
L,Loews Corp.,Financials,46.05,25.21,15.99,4.5131636,53.59,45.01,16111166935,0,1.5809761,0.77,3.37,0.56,61.43,0,706000000,-0.4249,11360000000,18520000000,1,0,1,0,0,1,0,0,16.64412058,
LOW,Lowe's Cos.,Consumer Discretionary,95.01,40.94,23.87,1.6413131,108.98,70.76,82909678852,7858000000,1.5653384,21.35,48.48,0.98,445.2,11.8798151,2310000000,-0.3054,14390000000,3640000000,1,0,1,1,0,0,0,1,107.0819838,
LYB,LyondellBasell,Materials,105.79,7.73,10.35,3.264714,121.95,78.01,43556650000,6851000000,1.3037612,3.05,48.86,1.92,91.52,21.5282392,4690000000,-0.0168,8500000000,10260000000,1,0,0,1,1,1,1,1,26.65086772,
MTB,M&T Bank Corp.,Financials,178.35,13.05,18.91,1.6218846,193.85,141.12,27840827434,0,4.6277885,1.39,12.04,0.12,90.26,0,1910000000,0.4623,6920000000,15460000000,1,1,0,0,1,1,0,0,24.31892781,
MAC,Macerich,Real Estate,58.36,42.26,14.81,4.9177604,69.73,52.12,8473119166,503183000,11.394877,2.07,2.74,0,181.71,0,99690000,-0.1139,4570000000,2950000000,1,0,1,0,0,1,0,0,26.2635822,
M,Macy's Inc.,Consumer Discretionary,24,4.26,7.67,6.098546,33.73,17.405,7541063495,2446000000,0.45503208,1.23,18.3,1.42,73.82,9.38697318,1100000000,-0.2978,4710000000,6440000000,1,0,0,1,1,1,1,1,14.56939429,
MRO,Marathon Oil Corp.,Energy,15.68,9.62,-32,1.2247398,19.52,10.55,13875005314,2266000000,4.6578755,0.97,9.2,1.59,45.34,13.42857143,-1100000000,1.1924,5500000000,12130000000,1,1,0,0,0,1,1,1,26.42725865,
MPC,Marathon Petroleum,Energy,62.79,11.39,16.06,2.8268552,73.53,47.39,31633740000,5978000000,0.42713487,1.14,11.29,1.36,78.25,7.975334018,3610000000,-0.207,26980000000,35180000000,1,0,0,0,0,1,1,1,20.29628045,
MAR,Marriott Int'l.,Consumer Discretionary,133.88,26.43,32.73,0.9452879,149.21,85.3725,50910130358,2620000000,2.9997249,16.55,64.04,0.42,420.09,8.264705882,1910000000,0.4008,8510000000,-2230000000,1,1,1,1,1,0,0,1,110.3985224,
MMC,Marsh & McLennan,Financials,79.31,33.51,20.23,1.8257059,86.54,69.33,41819440000,3236000000,2.9848945,5.35,22.19,0,77.54,0,1670000000,0.1203,5510000000,7510000000,1,1,1,1,1,0,0,0,49.34760632,
MLM,Martin Marietta Materials,Materials,208.42,36.79,30.38,0.8042038,244.32,191.09,13756812736,975223000,4.416998,2.17,9.75,1.74,63.09,7.587364121,469570000,-0.34,2730000000,4950000000,1,0,1,0,0,1,1,1,38.51367939,
MAS,Masco Corp.,Industrials,40.7,19.56,22.12,0.98383695,46.445,31.29,13428792315,1179000000,2.308266,0,0,1.64,0,8.974358974,777000000,0.4167,2970000000,-111000000,1,1,1,0,1,1,1,1,0,
MA,Mastercard Inc.,Information Technology,160.62,51.89,34.99,0.5926628,177.11,105.8,1.87E+11,7113000000,15.020556,36.05,107.87,1.39,117.41,47.41935484,5860000000,0.5336,5830000000,5400000000,1,1,1,1,1,0,1,1,168.4673967,
MAT,Mattel Inc.,Consumer Discretionary,16,-7.81,-14.68,0,26.3,12.71,5843402350,-203599000,1.1863722,5.25,-55.72,1.86,434.82,0.85810105,-533299999,0.4964,2850000000,656800000,1,1,0,0,0,0,1,0,41.64222617,
MKC,McCormick & Co.,Consumer Staples,101.36,24.54,23.91,2.0261056,109.67,90.25,13459353253,815700000,2.7788277,6.25,32.57,0.74,148.11,6.285714286,933400000,0.8853,4050000000,3170000000,1,1,1,1,1,0,0,1,57.98572022,
MCD,McDonald's Corp.,Consumer Discretionary,158.97,25.91,23.83,2.437994,178.7,124.36,1.32E+11,10515400000,5.770237,0,0,1.36,0,10.2755102,5920000000,0.1835,31080000000,-6260000000,1,1,1,0,0,1,1,1,0,
MCK,McKesson Corp.,Health Care,150.23,824.32,11.68,0.8898776,178.86,133.82,31534840262,7232000000,0.15318617,2.75,0.37,1.02,93.83,15.26515152,254000000,-0.4578,7270000000,8090000000,1,0,1,0,0,1,1,1,26.88308018,AA
MDT,Medtronic plc,Health Care,78.38,33.16,17.04,2.2618315,89.72,75.44,1.10E+11,9204000000,4.944542,2.34,9.19,2.59,50.56,9.888551165,4650000000,0.5022,24490000000,50090000000,1,1,1,0,0,1,1,1,29.95256249,
MRK,Merck & Co.,Health Care,54.73,38.3,13.75,3.435934,66.8,53.63,1.52E+11,8715000000,5.0893345,7.42,20.38,1.17,94.06,18.51036269,6190000000,1.6532,19810000000,26700000000,1,1,1,1,1,0,1,1,47.91202876,AA
MET,MetLife Inc.,Financials,44.28,10.08,8.52,3.4587116,56.58,44.58,48679364276,0,1.0496864,0.75,9.2,2.09,32.81,0,5130000000,0.3562,17040000000,52740000000,1,1,0,0,1,1,1,0,11.99062134,
MTD,Mettler Toledo,Health Care,601,38.28,35.56,0,697.26,459.34,16420774443,666706000,8.372307,23.89,90.14,1.42,175.35,22.59846924,512610000,0.3906,985020000,590060000,1,1,1,1,1,0,1,1,138.2547974,
MGM,MGM Resorts International,Consumer Discretionary,33.5,39.72,29.65,1.2687428,38.41,25.15,19633674337,2680385000,2.2276719,1.97,6.31,0.86,232.35,3.261815961,-583890000,-0.7574,15090000000,6510000000,1,0,1,0,0,1,0,1,36.25239647,AA
KORS,Michael Kors Holdings,Consumer Discretionary,60.03,0,14.29,0,69.95,32.38,10053919023,456600000,3.1455927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
MCHP,Microchip Technology,Information Technology,79.9,69.55,21.77,1.7512966,99.17,69.76,19393095636,997492000,7.4475183,3.73,8.31,0.93,194.93,3.221316365,355900000,0.3727,8950000000,5290000000,1,1,1,0,0,1,0,1,42.74397326,
MU,Micron Technology,Information Technology,40,8.69,9.01,0,49.89,22.64,48576791974,12541000000,2.1912806,1.38,18.52,2.58,16.31,100.390625,-6360000000,-0.5381,4540000000,35880000000,1,0,0,1,0,1,1,1,16.72604257,
MSFT,Microsoft Corp.,Information Technology,85.01,29.99,25.76,1.8747908,96.07,63.22,6.90E+11,41079000000,7.1130967,10.01,42.41,2.53,84.49,20.15613383,39240000000,1.3767,79110000000,1.02E+11,1,1,1,1,1,0,1,1,76.16952146,AAA
MAA,Mid-America Apartments,Real Estate,85.39,70,14.38,4.19652,110.95,86.95,9992628990,871483000,6.6291075,1.77,3.56,0,73.79,0,230730000,-0.326,4200000000,6150000000,1,0,1,0,0,1,0,0,23.93080651,
MHK,Mohawk Industries,Consumer Discretionary,256.57,12.09,19.08,0,286.85,209.9,19897356456,1750393000,2.7977824,1.14,11.84,1.38,43.83,45.0682462,860960000,-0.118,1520000000,7430000000,1,0,0,0,1,1,1,1,22.12243205,
TAP,Molson Coors Brewing Company,Consumer Staples,74.51,9.91,17.66,2.1533613,102.14,75.79,12396862128,4708400000,1.2371694,0.9,8.35,0.64,77.65,7.486460656,1130000000,-0.2888,8890000000,13510000000,1,0,0,0,0,1,0,1,18.91071125,
MDLZ,Mondelez International,Consumer Staples,42.68,23.66,19.85,1.9977299,47.23,39.19,65827817742,4355000000,2.5708609,2.27,13.07,0.45,71.66,10.15151515,3400000000,0.2289,12530000000,25640000000,1,1,1,0,1,1,0,1,31.84083463,
MON,Monsanto Co.,Materials,119.08,2.01,21.53,1.7938709,123.15,106.97,53076824328,4217000000,3.589782,0.95,64.49,0.56,301.36,-2.7100271,-11720000,4.0598,14910000,23230000,1,1,0,1,0,1,0,0,21.45236001,
MNST,Monster Beverage,Consumer Staples,61.99,34.11,42.17,0,70.215,41.02,36403831015,1229478000,14.152587,7.41,26.46,3,0.32,0,993000000,0.2276,0,3610000000,1,1,1,1,1,0,1,0,83.84982558,AA
MCO,Moody's Corp,Financials,152.14,34.39,26.55,1.114065,167.23,106.48,30189978000,1238000000,9.932974,58.25,1981.24,1.61,1234.18,9.957726632,1320000000,0.3053,5230000000,-459900000,1,1,1,1,1,0,1,1,186.5397913,
MS,Morgan Stanley,Financials,51.79,10.53,14.23,1.8331805,58.05,40.06,97535400000,0,2.2258842,0.94,11.1,0.89,363.6,0,8890000000,0.5318,1.71E+11,80250000000,1,1,0,0,0,1,0,0,17.34832845,
MSI,Motorola Solutions Inc.,Information Technology,98.74,28.62,19.03,2.0266979,107.78,77.23,16626039679,1629000000,2.6092634,0,0,1.37,0,-7.333333333,-969000000,7.2515,5290000000,-1290000000,1,1,1,0,0,1,1,0,0,AA
MYL,Mylan N.V.,Health Care,39.25,28.37,8.35,0,47.82,29.39,21698849265,3113300000,2.5358944,1.16,2.77,1.39,113.94,6.266367377,352500000,-0.4692,13160000000,12170000000,1,0,1,0,0,1,1,1,14.76262172,
NDAQ,"Nasdaq, Inc.",Financials,75.21,38.53,17.78,1.9671283,83.29,65.98,12844304115,1212000000,3.2591083,2.47,8.08,0,70.31,0,458000000,-0.3679,2960000000,5450000000,1,0,1,0,0,1,0,0,31.43443176,
NOV,National Oilwell Varco Inc.,Energy,32.64,-292,-77.71,0.5873715,41.895,29.9,12940096785,353000000,2.5209634,0.71,-0.22,3.11,19.62,-9.64516129,-22000000,0.873,2700000000,13820000000,1,1,0,0,0,1,1,0,35.23375157,
NAVI,Navient,Financials,13.38,9.36,7.56,4.5584044,16.97,11.481,3692691330,0,0.6986579,0.62,11.33,0,2811.62,0,395000000,0.4332,83250000000,3520000000,1,1,0,0,0,1,0,0,10.26946931,
NTAP,NetApp,Information Technology,55.85,13.52,26.1,1.3881658,64.0599,37.43,15375210915,1075000000,3.6687026,15.83,74.06,1.43,164.5,23.79310345,1170000000,9.634,1140000000,1090000000,1,1,0,1,1,0,1,1,96.41663498,
NFLX,Netflix Inc.,Information Technology,250.1,114.68,200.08,0,286.81,138.26,1.15E+11,809028000,9.861594,22.31,27.46,1.49,198.29,0,0,0,0,0,1,1,1,1,1,1,1,1,316.9150643,AA
NWL,Newell Brands,Consumer Discretionary,27.91,-1.16,9.72,3.1228786,55.08,23.85,14438346000,2021400000,1.2810479,1.5,-70.04,2.33,133.8,2.246842983,-6790000000,-3.8968,6700000000,5240000000,1,0,0,0,0,1,1,0,18.11215062,
NEM,Newmont Mining Corporation,Materials,36.61,62.19,26.34,0.8101539,42.04,31.42,19749449484,1509000000,3.7076392,1.76,2.65,2.95,40.57,12.99492386,-319000000,4.0476,3610000000,10500000000,1,1,1,0,0,1,1,1,32.29650136,
NWSA,News Corp. Class A,Consumer Discretionary,15.65,50.1,43.47,1.24533,17.29,12,9356906461,679000000,1.5518167,0.86,1.68,1.21,15.89,19.84126984,-228000000,1.1019,1000000000,9140000000,1,1,1,0,0,1,1,1,29.00249127,
NWS,News Corp. Class B,Consumer Discretionary,15.85,50.1,44.03,1.2269939,17.7,12.35,9496735699,679000000,1.5718216,0.86,1.68,1.21,15.89,19.84126984,-228000000,1.1019,1000000000,9140000000,1,1,1,0,0,1,1,1,29.18870501,
NEE,NextEra Energy,Utilities,145.29,16.89,21.65,2.6537917,159.64,124.18,69661177770,9018000000,4.091698,2.43,21.29,0.36,110.45,6.532786885,5780000000,0.2221,26780000000,34140000000,1,1,1,1,1,1,0,1,34.40514133,
NLSN,Nielsen Holdings,Industrials,33.9,-10.08,18.73,3.6208732,45.73,34.22,13377670080,1836000000,2.7288198,2.91,-20.08,1.21,294.59,4.364089776,-700000000,-2.6667,8279999999,2850000000,1,0,0,0,0,1,1,1,35.019234,
NKE,Nike,Consumer Discretionary,62.49,38.96,24.9,1.2189548,68.83,50.35,1.07E+11,5162000000,3.0549932,13.38,42.74,2.1,38.48,43.79032258,4030000000,1.1433,3460000000,9040000000,1,1,1,1,1,0,1,1,86.58028066,
NI,NiSource Inc.,Utilities,22.51,-145.64,19.57,3.3780859,27.76,21.93,7776566371,1448600000,2.2361343,1.94,-1,0.51,187.49,2.053495613,-50600000,-1.4717,7110000000,5750000000,1,0,0,0,0,1,0,0,29.2272219,
NBL,Noble Energy Inc,Energy,25.43,-156.14,105.96,1.4771049,39.6,22.985,13177325251,-518000000,4.6976447,0.96,-0.68,1.01,70.18,8.581560284,-14000000,0.9412,6570000000,9430000000,1,1,0,0,0,1,1,1,47.84073578,
